objectid,id,kind,location,creator,title,date,publisher,volume,record company,medium,description,ISBN-10,ISBN-13,OCLC,language,resources,related materials,media,format,filename,source,youtubeid
514,509,book,Kilolo's office," Bindman, David, Henry Louis Gates, Jr., and Karen C. C. Dalton, eds.","The Image of the Black in Western Art, Volume III: From the ""Age of Discovery"" to the Age of Abolition, Part 3: The Eighteenth Century",2011,Cambridge: Belknap Press; Harvard University Press,,,,Art History Reference,ISBN-10: 0674052633,ISBN-13: 9780674052635,,English,https://www.hup.harvard. edu/features/the-image-of-the-black-in- western-art/,,Publisher website,image/jpeg,,,
515,510,book,Kilolo's office," Bindman, David, Henry Louis Gates, Jr., and Karen C. C. Dalton, eds.","The Image of the Black in Western Art, Volume IV: From the American Revolution to
World War I, Part 1: Slaves and Liberators",2012,Cambridge: Belknap Press; Harvard University Press,,,,Art History Reference,ISBN-10: 0674052595,ISBN-13: 9780674052598,,English," https://www.hup.harvard. edu/features/the-image-of-the-black-in-
western-art/",,Publisher website,image/jpeg,,,
516,511,book,Kilolo's office," Bindman, David, Henry Louis Gates, Jr., and Karen C. C. Dalton, eds.","The Image of the Black in Western Art, Volume V: The Twentieth Century, Part 1: The
Impact of Africa",2014,Cambridge: Belknap Press; Harvard University Press,,,,Art History Reference,ISBN-10: 0674052676,ISBN-13: 9780674052673,,English," https://www.hup.harvard. edu/features/the-image-of-the-black-in-
western-art/",,Publisher website,image/jpeg,,,
517,512,book,Kilolo's office," Bindman, David, Henry Louis Gates, Jr., and Karen C. C. Dalton, eds.","The Image of the Black in Western Art, Volume V: The Twentieth Century, Part 2: The
Rise of Black Artists",2014,Cambridge: Belknap Press; Harvard University Press,,,,Art History Reference,ISBN-10: 0674052692,ISBN-13: 9780674052697,,English," https://www.hup.harvard. edu/features/the-image-of-the-black-in-
western-art/",,Publisher website,image/jpeg,,,
518,513,book,D2," Njie, Njaimeh",This Is Where We Find Ourselves,2021," Pittsburgh: Silver Eye Center for
Photography",,,," Artist book
Photography Women artists Pittsburgh
Signed by the artist",,,,English,https://www.njaimehnjie.com/,,Artist website,image/jpeg,,,
519,514,book,D2," King-Hammond, Leslie",Stephen Towns: A Path Between Two Continents,2019,York: York College of Pennsylvania,,,,Exhibition catalogue Painting,,,OCLC: 1241570009,English,"https://yorkcollegegalleries. com/2019/01/24/stephen-towns-a-path- between-two-continents-is-now-open- read-the-exhibition-introduction-by- esteemed-scholar-dr-leslie-king-
hammond/",,Exhibition website,image/jpeg,,,
520,515,book,D2," Lyford, Amy","Isamu Noguchi's Modernism: Negotiating Race, Labor, and Nation, 1930-1950",2013,Berkeley: University of California Press,,,,Artist monograph Modern art American art Sculpture,ISBN-10: 0520298497,ISBN-13: 9780520298491,,English,https://www.noguchi.org/,,Museum website,image/jpeg,,,
521,516,book,D2," Jordan, Jeffrey L., Edward Pennick, Walter A. Hill, and Robert Zabawa,
eds.",Land and Power: Sustainable Agriculture and African Americans,2009," Waldorf: Sustainable Agriculture
Research and Education Program",,,," Essays
African American History
Agricutlure",ISBN-10: 1888626143,ISBN-13: 9781888626148,,English,https://www.sare.org/resources/land-and-power/,"See #505 Natalie Baszile, We Are Each Other's Harvest (2021)"," Organization website
E-book",image/jpeg,,,
522,517,book,D2," Hyacinthe, Genevieve",Radical Virtuosity: Ana Mendieta and the Black Atlantic,2019," Cambridge: MIT Press,",,,," Black Studies Women artists Contemporary art
Performance",ISBN-10: 0262042703,ISBN-13: 9780262042703,,English,https://www.anamendietaartist.com/,,Artist website,image/jpeg,,,
523,518,book,D2," Snorton, C. Riley",Black on Both Sides: A Racial History of Trans Identity,2017,Minneapolis: University of Minnesota Press,,,," Black Studies
African American History Gender Studies",ISBN-10: 1517901731,ISBN-13: 9781517901738,,English,,,,image/jpeg,,,
524,519,book,D2," Terry, Bryant, ed."," Black Food: Stories, Art, and Recipes from
Across the African Diaspora",2021,Berkeley; New York: 4 Color Books,,,," Black Studies
African Diaspora Food
Cookbook
Cooking",ISBN-10: 1984859722,ISBN-13: 9781984859723,,English,"https://www.youtube.com/watch?
v=gAzsZuIXVp0 https://www.youtube.com/watch?v=g-
EQ-Go6OQs
https://www.bryant-terry.com/",," Video
Author website",image/jpeg,,,
525,520,book,D2," Hossfeld, Johannes and Franziska Lukas, eds.",Ananias Léki Dago: mabati,2013,Nairobi: Goethe-Institut Kenya; Native Intellegience,,,," Artist monograph Photography African art
Donated by Tyler Shine, Alma Lewis
Fellow",ISBN-10: 9966155341,ISBN-13: 9789966155344,,English,https://www.goethe. de/ins/ke/en/kul/ser/pub.html,,Publisher wesbite,image/jpeg,,,
526,521,book,D2," Diaz, José Carlos",Fantasy America,2021,Pittsburgh: The Andy Warhol Museum,,,," Exhibition catalogue Contemporary art
Donated by Tyler Shine, Alma Lewis
Fellow",ISBN-10: 1735940208,ISBN-13: 9781735940205,,English,https://www.warhol. org/exhibition/fantasy-america/,"See #160 Nona Faustine, Nona Faustine: White Shoes (2021)",Exhibition website,image/jpeg,,,
527,522,book,D2," Johnstone, Mark and Leslie Aboud Holzman",Epicenter: San Francisco Bay Area Art Now,2002,San Francisco: Chronicle Books,,,," Contemporary art California
Donated by Tyler Shine, Alma Lewis Fellow",ISBN-10: 0811835413,ISBN-13: 9780811835411,,English,,,,image/jpeg,,,
528,523,book,D1," Ostrander, Tobias and Olive Senior; translated by María Eugenia Hidalgo and Blanca I. Paniagua",Ebony G. Patterson:...while the dew is still on the roses...,2019,Miami: Pérez Art Museum Miami; Munich: DelMonico Books-Prestel,,,," Exhibition catalogue
Artist monograph Women artists Caribbean Art",ISBN-10: 3791358804,ISBN-13: 9783791358802,," English
Spanish"," https://ebonygpatterson.com/
https://nasher.duke.edu/exhibitions/ebony-g-patterson-while-the-dew-is-still-on-the-roses/",," Artist website
Exhibition website",image/jpeg,,,
529,524,book,D2," Casely-Hayford, Gus",The Lost Kingdoms of Africa: Discovering Africa's Hidden Treasures,2012,London: Bantam Press,,,,African Art African History Documentary,ISBN-10: 0593068130,ISBN-13: 9780593068137,,English,https://www.bbc.co. uk/programmes/b01bgnb1,," Documentary
Media outlet website",image/jpeg,,,
530,525,book,D2," Martine, David Bunn; edited by Jennifer Tromski"," No Reservation: New York Contemporary
Native American Art Movement",2017," New York: American Indian Arts, Inc.",,,," Contemporary Art
Indigenous artists",ISBN-10: 0989856542,ISBN-13: 9780989856546,,English," https://amerinda.org/main/
https://artistsspace.org/programs/no-reservation",," Organization website
Video",image/jpeg,,,
531,526,book,D1," Weber, Stefanie and Matthias Mühling, eds.",Senga Nengudi: Topologies,2019,Munich: Hirmer,,,,Artist monograph Women artists Contemporary art Exhibition catalogue,ISBN-10: 3777433683,ISBN-13: 9783777433684,,English German," https://www.lenbachhaus. de/en/visit/exhibitions/details/senga- nengudi
https://philamuseum. org/calendar/exhibition/senga-nengudi-",,Exhibition website,image/jpeg,,,
532,527,book,D1," Schaffner, Ingrid, et al.",Thaddeus Mosley,2020,New York: Karma,,,," Artists monograph Exhibition catalogue Sculpture  Pittsburgh
Signed by the artist",ISBN-10: 1949172376,ISBN-13: 9781949172379,,English,https://karmakarma. org/artists/thaddeus-mosley/ https://karmakarma. org/exhibitions/thaddeus-mosley/,,Gallery website Exhibition website,image/jpeg,,,
533,528,book,Catalogued Box 1 Kilolo's office," Carpenter, Jane H.",Betye Saar,2003,San Francisco: Pomegranate,,,,"Artist monograph Women artists African American art
David C. Driskell Series on African American Art, vol. 2",ISBN-10: 0764923498,ISBN-13: 9780764923494,,English,,"See #1 Charles Alston (2007)
[David Driskell Series vol. 1]; #88 Betye Saar: Still Tickin' (2017); #98 Betye Saar: Black Girl's Window (2019); #415 Betye Saar: Keepin' It Clean (2017)",,image/jpeg,,,
534,529,book,"Catalogued Box 1
Kilolo's office"," Kim, Christine Y. and Rujeko Hockley, eds.",Julie Mehretu,2019," New York: Whitney Museum of American Art; Munich, London, New
York; DelMonico Books Prestel",,,," Artist monograph
Women artists
African American art Exhibition catalogue Mid-career survey",ISBN-10: 379135874X,ISBN-13: 9783791358741,,English," https://www.lacma.org/art/exhibition/julie-mehretu
https://whitney.org/exhibitions/julie- mehretu",,Exhibition website,image/jpeg,,,
535,530,book,"Catalogued Box 1
Kilolo's office"," Binstock, Jonathan and Josef Helfenstein","Sam Gilliam: The Music of Color, 1967–1973",2018,Cologne: Walther König,,,," Artist monograph 
Exhibition catalogue African American art Painting",ISBN-10: 3960983409,ISBN-13: 9783960983408,,English,https://kunstmuseumbasel. ch/en/exhibitions/2018/gilliam,,Exhibition website,image/jpeg,,,
536,531,book,"Catalogued Box 1
Kilolo's office"," Feman, Seth and Jonathan Frederick Waltz",Alma Thomas: Everything is Beautiful,2021,Columbus: The Columbus Museum; Norfolk: Chrysler Museum of Art; New Haven: Yale University Press,,,," Artist monograph
Exhibition catalogue Women artists African American art
Painting",ISBN-10: 0300258933,ISBN-13: 9780300258936,,English,https://www.almawthomas.org/alma-w-thomas/about-alma-w-thomas.html,,Exhibition website,image/jpeg,,,
537,532,book,"Catalogued Box 1
Kilolo's office"," Fine, Ruth",Procession: The Art of Norman Lewis,2015,Philadelphia: Pennsylvania Academy of the Fine Arts; Berkeley: University of California Press,,,," Artist monograph Exhibition catalogue African American art
Painting",ISBN-10: 0520288009,ISBN-13: 9780520288003,,English,https://www.pafa. org/museum/exhibitions/procession-art- norman-lewis,,Exhibition website,image/jpeg,,,
538,533,book,"Catalogued Box 1
Kilolo's office"," Basualdo, Carlos, ed.",Barbara Chase-Riboud: The Malcolm X Steles,2013,Philadelphia: Philadelphia Musuem of Art; New Haven: Yale University Press,,,," Artist monograph Exhibition catalogue Women artists African American art
Sculpture",ISBN-10: 0300196407,ISBN-13: 9780300196405,,English,https://w.philamuseum. org/calendar/exhibition/barbara-chase- riboud-the-malcolm-x-steles,,Exhibition website,image/jpeg,,,
539,534,book,"Catalogued Box 1
Kilolo's office"," Platzker, David and Cherise Smith",Charles Gaines: Palm Trees and Other Works,2020,Zurich: Hauser & Wirth Publishers,,,," Artist monograph Exhibition catalogue African American art
Conceptual art",ISBN-10: 3906915468,ISBN-13: 9783906915463,,English,https://www.hauserwirth.com/hauser- wirth-exhibitions/25281-charles-gaines- palm-trees-works/,,Exhibition website,image/jpeg,,,
540,535,book,"Catalogued Box 1
Kilolo's office"," Epstein, Rebecca and Sybil Venegas",Laura Aguilar: Show and Tell,2017," Los Angeles: UCLA Chicano Studies Research Center Press; Monterey Park: Vincent Price Art Museum, East Los Angeles College",,,," Artist monograph Exhibition catalogue Women artists
Latin American art LGBTQ artists Photography",ISBN-10: 0895511681,ISBN-13: 9780895511683,,English,"https://vincentpriceartmuseum. org/exhibitions%EF%80%A2lauraaguilar. html
https://www.chicano.ucla. edu/research/laura-aguilar-show-and- tell
https://www.pacificstandardtime. org/lala/en/exhibitions/exhibit/view/Lau ra-Aguilar-Show-and-Tell.html",,Exhibition website,image/jpeg,,,
541,536,book,"Catalogued Box 2
Kilolo's office"," Potts, Alex",Martin Puryear,2015,New York : Matthew Marks Gallery,,,," Artist monograph
Exhibition catalogue
Sculpture",ISBN-10: 1880146886,ISBN-13: 9781880146880,,English,"https://matthewmarks.com/exhibitions/martin-puryear-11-
2014
https://art21.org/artist/martin-puryear/","See #9 Martin Puryear: Multiple Dimensions (2015); #14 Martin
Puryear (2007); #29 Martin
Puryear: Liberty/Libertà (2019)","Exhibition website
Art21 website",image/jpeg,,,
542,537                Catalogued Box 2,book,"Catalogued Box 2
Kilolo's office"," Morgan, Jessica",Ellen Gallagher,2001," Boston: Institute of Contemporary Art, Boton; New York: D.A.P/Distributed Art Publishers, Inc.",,,," Artist monograph
Exhibition catalogue Women artists",ISBN-10: 1891024310,ISBN-13: 9781891024313,,English,"https://gagosian.com/artists/ellen-gallagher/ https://www.hauserwirth. com/artists/2783-ellen-gallagher/
https://art21.org/artist/ellen-gallagher/",See #16 Ellen Gallagher: AxMe -2013,"Gallery website
Art21 website",image/jpeg,,,
543,538,book,"Catalogued Box 2
Kilolo's office",Mami Wata,Afro Surf,2021,1st U.S. ed. New York: Ten Speed Press,,,," Surfing
African history and culture Photography
Travel literature",ISBN-10: 1984860402,ISBN-13: 9781984860408,,English,https://mamiwatasurf. com/pages/afrosurf https://mamiwatasurf.com/,,Company website,image/jpeg,,,
544,539,book,"Catalogued Box 2
Kilolo's office"," Crippa, Elena, ed.",Frank Bowling,2019,London: Tate Publishing,,,," Artist monograph
Exhibition catalogue Painting",ISBN-10: 1849766282,ISBN-13: 9781849766289,,English," https://www.tate.org.uk/whats-on/tate-
britain/frank-bowling","See #321 Frank Bowling: Mappa
Mundi (2017)",Exhibition website,image/jpeg,,,
545,540,book,E3," Bell, Tiffany and Robert Storr",Ruth Asawa,2018,New York: David Zwirner Books,,,," Artist monograph Exhibition catalogue
Sculpture",ISBN-10: 194170168X,ISBN-13: 9781941701683,,English,"https://www.davidzwirner. com/exhibitions/2017/ruth-asawa
https://ruthasawa.com/",See #24 Ruth Asawa: Life's Work (2019),Gallery website Artist estate website,image/jpeg,,,
546,541,book,"Catalogued Box 2
Kilolo's office"," Bellorado-Samuels, Joeonna and
Toyin Ojih Odutola"," Toyin Ojih Odutola: The UmuEze Amara Clan
and the House of Obafemi",2021,New York: Rizzoli Electa,,,," Artist monograph
Women artists",ISBN-10: 0847870677,ISBN-13: 9780847870677,,English,https://toyinojihodutola.com/,,Artist website,image/jpeg,,,
547,542,book,"Catalogued Box 2
Kilolo's office"," Eshun, Ekow",Africa State of Mind: Contemporary Photography Reimagines a Continent,2020,London: Thames & Hudson,,,," African art Contemporary art
Photography",ISBN-10: 0500545162,ISBN-13: 9780500545164,,English,,,,image/jpeg,,,
548,543,book,Kilolo's office," Wheat, Ellen Harkins",Jacob Lawrence: American Painter,1986,Seattle: University of Washington; Seattle Art Musuem,,,," Artist monograph Biography Exhibition catalogue
African American art Painting
Donated by Marvin Touré
Ephemera included inside book",ISBN-10: 0295970111,ISBN-13: 9780295970110,,English,,,,image/jpeg,,,
549,544,book,"Catalogued Box 2
Kilolo's office"," Al-Khudhairi, Wassan",Paul Mpagi Sepuya,2020,New York: Aperture Foundation; St. Louis: Contemporary Art Museum St. Louis,,,,Artist monograph Exhibition catalogue Photography,ISBN-10: 1597114804,ISBN-13: 9781597114806,,English,https://camstl.org/exhibitions/paul- mpagi-sepuya/,,Exhibition website,image/jpeg,,,
550,545,book,"Catalogued Box 2
Kilolo's office",Shikeith,Shikeith: Notes towards Becoming a Spill,2022,New York: Aperture Foundation,,,," Artist book
Photography",ISBN-10: 1597115231,ISBN-13: 9781597115230,,English," https://shikeith.com/notes-towards-
becoming-a-spill https://aperture.org/books/shikeith- notes-towards-becoming-a-spill/",," Artist website
Publsher website",image/jpeg,,,
551,546,book,"Catalogued Box 2
Kilolo's office"," Rosenfeld, Michael and Stanley Crouch",Bob Thompson: Meteor in a Black Hat,2005,New York: Michael Rosenfeld Gallery,,,," Artist monograph Exhibition catalogue
Painting",ISBN-10: 1930416334,ISBN-13: 9781930416338,,English," https://www.michaelrosenfeldart. com/exhibitions/bob-thompson-meteor-
in-a-black-hat",See #5 Bob Thompson (1998),Exhibition website,image/jpeg,,,
552,547,book,Kilolo's office," Riggs, Thomas, ed.",St. James Guide to Black Artists,1997,Detroit: St. James Press; New York: Schomburg Center for Research in Black Culture,,,," Reference
African and African Diaspora Art",ISBN-10: 1558622209,ISBN-13: 9781558622203,,English,,,,image/jpeg,,,
553,548,book,D1," Lewis, Harold T."," Yet With A Steady Beat: The African American
Struggle for Recognition in the Episcopal Church",1996,Valley Forge: Trinity Press International,,,," African American History
Religion
Alma Lewis ""Lizania Cruz: Performing Inquiry""",ISBN-10: 1563381303,ISBN-13: 9781563381300,,English,,,,image/jpeg,,,
554,549,book,D1," Smith, Kimberly K.",African American Environmental Thought: Foundations,2007,Lawrence: University Press of Kansas,,,," African American history Environmental history Alma Lewis ""Lizania Cruz: Performing Inquiry""",ISBN-10: 0700632662,ISBN-13: 9780700632664,,English,,,,image/jpeg,,,
555,550,book,D1," Sernett, Milton C., ed.",African American Religious History: A Documenting Witness,1999,2nd ed. Durham: Duke University Press,,,," African American history Religion
Alma Lewis ""Lizania Cruz: Performing Inquiry""",ISBN-10: 0822324490,ISBN-13: 9780822324492,,English,,,,image/jpeg,,,
